compound_id,molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3,input_count,selected_count,scaffold_id
5784,hash_5784,CCCCC,20.0,3.0,7.0,31.0,20,16,hash_578
5785,hash_5785,CCCCCC,14.0,6.0,4.0,27.0,14,15,hash_578
5786,hash_5786,CCCCCCC,16.0,6.0,3.0,30.0,16,15,hash_578
5787,hash_5787,CCCCCCCC,21.0,4.0,7.0,31.0,21,17,hash_578
5788,hash_5788,CCCCCCCCC,9.0,6.0,7.0,26.0,9,18,hash_578
5789,hash_5789,CCCCCCCCCC,19.0,7.0,5.0,32.0,19,18,hash_578
5790,hash_5790,C,20.0,3.0,7.0,23.0,20,15,hash_579
5791,hash_5791,CC,14.0,2.0,4.0,23.0,14,11,hash_579
5792,hash_5792,CCC,18.0,4.0,9.0,27.0,18,18,hash_579
5793,hash_5793,CCCC,17.0,3.0,6.0,27.0,17,14,hash_579
5794,hash_5794,CCCCC,17.0,5.0,5.0,33.0,17,17,hash_579
5795,hash_5795,CCCCCC,12.0,3.0,5.0,26.0,12,13,hash_579
5796,hash_5796,CCCCCCC,22.0,2.0,8.0,29.0,22,16,hash_579
5797,hash_5797,CCCCCCCC,19.0,5.0,5.0,30.0,19,16,hash_579
5798,hash_5798,CCCCCCCCC,32.0,3.0,4.0,26.0,32,12,hash_579
5799,hash_5799,CCCCCCCCCC,16.0,9.0,5.0,33.0,16,21,hash_579
5800,hash_5800,C,25.0,4.0,4.0,26.0,25,13,hash_580
5801,hash_5801,CC,19.0,8.0,2.0,21.0,19,14,hash_580
5802,hash_5802,CCC,13.0,2.0,2.0,32.0,13,10,hash_580
5803,hash_5803,CCCC,11.0,5.0,11.0,25.0,11,21,hash_580
5804,hash_5804,CCCCC,26.0,6.0,3.0,20.0,26,13,hash_580
5805,hash_5805,CCCCCC,25.0,2.0,6.0,24.0,25,13,hash_580
5806,hash_5806,CCCCCCC,14.0,3.0,5.0,25.0,14,13,hash_580
5807,hash_5807,CCCCCCCC,24.0,3.0,4.0,21.0,24,11,hash_580
5808,hash_5808,CCCCCCCCC,12.0,3.0,5.0,22.0,12,12,hash_580
5809,hash_5809,CCCCCCCCCC,24.0,4.0,4.0,17.0,24,11,hash_580
5810,hash_5810,C,16.0,7.0,8.0,23.0,16,20,hash_581
5811,hash_5811,CC,17.0,5.0,3.0,22.0,17,12,hash_581
5812,hash_5812,CCC,19.0,3.0,6.0,22.0,19,13,hash_581
5813,hash_5813,CCCC,23.0,3.0,6.0,17.0,23,12,hash_581
5814,hash_5814,CCCCC,20.0,6.0,4.0,22.0,20,14,hash_581
5815,hash_5815,CCCCCC,15.0,4.0,3.0,22.0,15,11,hash_581
5816,hash_5816,CCCCCCC,18.0,2.0,5.0,25.0,18,12,hash_581
5817,hash_5817,CCCCCCCC,12.0,5.0,7.0,25.0,12,17,hash_581
5818,hash_5818,CCCCCCCCC,18.0,3.0,8.0,27.0,18,16,hash_581
5819,hash_5819,CCCCCCCCCC,18.0,3.0,6.0,28.0,18,15,hash_581
5820,hash_5820,C,24.0,6.0,5.0,32.0,24,17,hash_582
5821,hash_5821,CC,21.0,6.0,9.0,24.0,21,20,hash_582
5822,hash_5822,CCC,13.0,5.0,4.0,24.0,13,14,hash_582
5823,hash_5823,CCCC,30.0,4.0,9.0,26.0,30,18,hash_582
5824,hash_5824,CCCCC,19.0,2.0,0.0,26.0,19,7,hash_582
5825,hash_5825,CCCCCC,21.0,4.0,7.0,25.0,21,16,hash_582
5826,hash_5826,CCCCCCC,17.0,5.0,9.0,21.0,17,18,hash_582
5827,hash_5827,CCCCCCCC,23.0,3.0,3.0,19.0,23,10,hash_582
5828,hash_5828,CCCCCCCCC,25.0,6.0,3.0,25.0,25,14,hash_582
5829,hash_5829,CCCCCCCCCC,13.0,8.0,3.0,21.0,13,15,hash_582
5830,hash_5830,C,28.0,9.0,2.0,23.0,28,16,hash_583
5831,hash_5831,CC,26.0,5.0,8.0,14.0,26,16,hash_583
5832,hash_5832,CCC,22.0,6.0,1.0,24.0,22,12,hash_583
5833,hash_5833,CCCC,21.0,9.0,9.0,30.0,21,24,hash_583
5834,hash_5834,CCCCC,18.0,2.0,5.0,21.0,18,11,hash_583
5835,hash_5835,CCCCCC,21.0,4.0,5.0,33.0,21,16,hash_583
5836,hash_5836,CCCCCCC,18.0,5.0,4.0,24.0,18,14,hash_583
5837,hash_5837,CCCCCCCC,13.0,7.0,8.0,22.0,13,19,hash_583
5838,hash_5838,CCCCCCCCC,19.0,3.0,5.0,25.0,19,13,hash_583
5839,hash_5839,CCCCCCCCCC,16.0,2.0,5.0,26.0,16,12,hash_583
5840,hash_5840,C,19.0,5.0,6.0,21.0,19,15,hash_584
5841,hash_5841,CC,18.0,6.0,6.0,20.0,18,16,hash_584
5842,hash_5842,CCC,22.0,7.0,1.0,26.0,22,13,hash_584
5843,hash_5843,CCCC,20.0,3.0,6.0,23.0,20,14,hash_584
5844,hash_5844,CCCCC,16.0,7.0,7.0,21.0,16,18,hash_584
5845,hash_5845,CCCCCC,14.0,4.0,5.0,24.0,14,14,hash_584
5846,hash_5846,CCCCCCC,10.0,7.0,7.0,33.0,10,21,hash_584
5847,hash_5847,CCCCCCCC,24.0,8.0,4.0,22.0,24,16,hash_584
5848,hash_5848,CCCCCCCCC,17.0,6.0,1.0,30.0,17,13,hash_584
5849,hash_5849,CCCCCCCCCC,20.0,6.0,6.0,21.0,20,16,hash_584
5850,hash_5850,C,22.0,3.0,5.0,31.0,22,14,hash_585
5851,hash_5851,CC,19.0,6.0,2.0,18.0,19,12,hash_585
5852,hash_5852,CCC,22.0,3.0,3.0,23.0,22,11,hash_585
5853,hash_5853,CCCC,23.0,5.0,5.0,24.0,23,15,hash_585
5854,hash_5854,CCCCC,25.0,8.0,5.0,24.0,25,18,hash_585
5855,hash_5855,CCCCCC,17.0,4.0,9.0,34.0,17,20,hash_585
5856,hash_5856,CCCCCCC,13.0,6.0,3.0,23.0,13,14,hash_585
5857,hash_5857,CCCCCCCC,17.0,4.0,7.0,23.0,17,16,hash_585
5858,hash_5858,CCCCCCCCC,27.0,7.0,1.0,25.0,27,13,hash_585
5859,hash_5859,CCCCCCCCCC,24.0,10.0,11.0,20.0,24,25,hash_585
5860,hash_5860,C,20.0,5.0,8.0,28.0,20,19,hash_586
5861,hash_5861,CC,23.0,3.0,5.0,28.0,23,14,hash_586
5862,hash_5862,CCC,23.0,9.0,3.0,20.0,23,16,hash_586
5863,hash_5863,CCCC,21.0,10.0,3.0,19.0,21,17,hash_586
5864,hash_5864,CCCCC,21.0,5.0,5.0,23.0,21,15,hash_586
5865,hash_5865,CCCCCC,24.0,5.0,9.0,30.0,24,20,hash_586
5866,hash_5866,CCCCCCC,18.0,4.0,1.0,21.0,18,9,hash_586
5867,hash_5867,CCCCCCCC,15.0,7.0,5.0,19.0,15,16,hash_586
5868,hash_5868,CCCCCCCCC,19.0,3.0,3.0,31.0,19,12,hash_586
5869,hash_5869,CCCCCCCCCC,16.0,8.0,3.0,23.0,16,16,hash_586
5870,hash_5870,C,23.0,3.0,3.0,23.0,23,11,hash_587
5871,hash_5871,CC,14.0,9.0,5.0,17.0,14,17,hash_587
5872,hash_5872,CCC,18.0,9.0,4.0,22.0,18,17,hash_587
5873,hash_5873,CCCC,16.0,4.0,4.0,24.0,16,13,hash_587
5874,hash_5874,CCCCC,18.0,4.0,6.0,26.0,18,15,hash_587
5875,hash_5875,CCCCCC,16.0,3.0,6.0,26.0,16,14,hash_587
5876,hash_5876,CCCCCCC,28.0,6.0,3.0,23.0,28,14,hash_587
5877,hash_5877,CCCCCCCC,15.0,3.0,5.0,26.0,15,13,hash_587
5878,hash_5878,CCCCCCCCC,17.0,4.0,4.0,35.0,17,15,hash_587
5879,hash_5879,CCCCCCCCCC,20.0,5.0,5.0,26.0,20,15,hash_587
5880,hash_5880,C,21.0,5.0,4.0,31.0,21,15,hash_588
5881,hash_5881,CC,14.0,3.0,6.0,20.0,14,13,hash_588
5882,hash_5882,CCC,14.0,7.0,3.0,22.0,14,14,hash_588
5883,hash_5883,CCCC,27.0,8.0,6.0,24.0,27,19,hash_588
5884,hash_5884,CCCCC,22.0,5.0,10.0,27.0,22,20,hash_588
5885,hash_5885,CCCCCC,32.0,3.0,3.0,19.0,32,10,hash_588
5886,hash_5886,CCCCCCC,19.0,4.0,1.0,20.0,19,9,hash_588
5887,hash_5887,CCCCCCCC,20.0,9.0,1.0,20.0,20,14,hash_588
5888,hash_5888,CCCCCCCCC,16.0,5.0,1.0,19.0,16,10,hash_588
5889,hash_5889,CCCCCCCCCC,15.0,4.0,5.0,23.0,15,14,hash_588
5890,hash_5890,C,18.0,5.0,2.0,29.0,18,13,hash_589
5891,hash_5891,CC,21.0,4.0,6.0,27.0,21,15,hash_589
5892,hash_5892,CCC,15.0,3.0,6.0,23.0,15,14,hash_589
5893,hash_5893,CCCC,22.0,3.0,4.0,33.0,22,14,hash_589
5894,hash_5894,CCCCC,28.0,4.0,9.0,22.0,28,17,hash_589
5895,hash_5895,CCCCCC,15.0,7.0,3.0,23.0,15,15,hash_589
5896,hash_5896,CCCCCCC,16.0,11.0,4.0,25.0,16,20,hash_589
5897,hash_5897,CCCCCCCC,20.0,8.0,4.0,25.0,20,17,hash_589
5898,hash_5898,CCCCCCCCC,22.0,6.0,8.0,26.0,22,19,hash_589
5899,hash_5899,CCCCCCCCCC,22.0,6.0,6.0,26.0,22,17,hash_589
5900,hash_5900,C,35.0,6.0,2.0,21.0,35,12,hash_590
5901,hash_5901,CC,17.0,5.0,7.0,28.0,17,18,hash_590
5902,hash_5902,CCC,23.0,3.0,7.0,25.0,23,15,hash_590
5903,hash_5903,CCCC,11.0,2.0,1.0,25.0,11,8,hash_590
5904,hash_5904,CCCCC,14.0,4.0,3.0,19.0,14,11,hash_590
5905,hash_5905,CCCCCC,28.0,2.0,6.0,26.0,28,13,hash_590
5906,hash_5906,CCCCCCC,19.0,4.0,5.0,26.0,19,14,hash_590
5907,hash_5907,CCCCCCCC,14.0,7.0,3.0,24.0,14,15,hash_590
5908,hash_5908,CCCCCCCCC,25.0,3.0,10.0,34.0,25,20,hash_590
5909,hash_5909,CCCCCCCCCC,17.0,5.0,5.0,21.0,17,14,hash_590
5910,hash_5910,C,20.0,8.0,3.0,22.0,20,15,hash_591
5911,hash_5911,CC,20.0,3.0,2.0,23.0,20,10,hash_591
5912,hash_5912,CCC,13.0,5.0,4.0,30.0,13,15,hash_591
5913,hash_5913,CCCC,15.0,4.0,6.0,27.0,15,15,hash_591
5914,hash_5914,CCCCC,28.0,2.0,3.0,22.0,28,9,hash_591
5915,hash_5915,CCCCCC,21.0,4.0,6.0,16.0,21,13,hash_591
5916,hash_5916,CCCCCCC,26.0,6.0,4.0,16.0,26,13,hash_591
5917,hash_5917,CCCCCCCC,33.0,3.0,3.0,29.0,33,12,hash_591
5918,hash_5918,CCCCCCCCC,21.0,3.0,5.0,23.0,21,13,hash_591
5919,hash_5919,CCCCCCCCCC,20.0,7.0,4.0,23.0,20,16,hash_591
5920,hash_5920,C,20.0,5.0,8.0,33.0,20,20,hash_592
5921,hash_5921,CC,18.0,8.0,6.0,24.0,18,19,hash_592
5922,hash_5922,CCC,18.0,3.0,7.0,34.0,18,17,hash_592
5923,hash_5923,CCCC,34.0,6.0,3.0,25.0,34,14,hash_592
5924,hash_5924,CCCCC,18.0,7.0,2.0,23.0,18,14,hash_592
5925,hash_5925,CCCCCC,19.0,5.0,4.0,23.0,19,14,hash_592
5926,hash_5926,CCCCCCC,17.0,5.0,5.0,24.0,17,15,hash_592
5927,hash_5927,CCCCCCCC,18.0,4.0,6.0,29.0,18,16,hash_592
5928,hash_5928,CCCCCCCCC,18.0,4.0,5.0,19.0,18,13,hash_592
5929,hash_5929,CCCCCCCCCC,14.0,2.0,12.0,33.0,14,21,hash_592
5930,hash_5930,C,24.0,4.0,7.0,29.0,24,17,hash_593
5931,hash_5931,CC,16.0,5.0,8.0,30.0,16,19,hash_593
5932,hash_5932,CCC,13.0,3.0,3.0,25.0,13,11,hash_593
5933,hash_5933,CCCC,21.0,5.0,5.0,28.0,21,16,hash_593
5934,hash_5934,CCCCC,19.0,4.0,2.0,20.0,19,10,hash_593
5935,hash_5935,CCCCCC,29.0,5.0,3.0,20.0,29,12,hash_593
5936,hash_5936,CCCCCCC,20.0,1.0,5.0,24.0,20,11,hash_593
5937,hash_5937,CCCCCCCC,19.0,8.0,1.0,25.0,19,14,hash_593
5938,hash_5938,CCCCCCCCC,17.0,4.0,9.0,24.0,17,18,hash_593
5939,hash_5939,CCCCCCCCCC,20.0,6.0,4.0,17.0,20,13,hash_593
5940,hash_5940,C,15.0,5.0,1.0,22.0,15,10,hash_594
5941,hash_5941,CC,22.0,10.0,3.0,24.0,22,18,hash_594
5942,hash_5942,CCC,16.0,5.0,0.0,15.0,16,8,hash_594
5943,hash_5943,CCCC,22.0,9.0,2.0,25.0,22,16,hash_594
5944,hash_5944,CCCCC,26.0,7.0,3.0,25.0,26,15,hash_594
5945,hash_5945,CCCCCC,25.0,3.0,3.0,32.0,25,12,hash_594
5946,hash_5946,CCCCCCC,18.0,7.0,9.0,27.0,18,21,hash_594
5947,hash_5947,CCCCCCCC,16.0,6.0,2.0,20.0,16,12,hash_594
5948,hash_5948,CCCCCCCCC,18.0,8.0,8.0,26.0,18,21,hash_594
5949,hash_5949,CCCCCCCCCC,16.0,7.0,4.0,14.0,16,14,hash_594
5950,hash_5950,C,19.0,5.0,9.0,20.0,19,18,hash_595
5951,hash_5951,CC,19.0,2.0,3.0,30.0,19,11,hash_595
5952,hash_5952,CCC,18.0,7.0,2.0,25.0,18,14,hash_595
5953,hash_5953,CCCC,22.0,7.0,5.0,21.0,22,16,hash_595
5954,hash_5954,CCCCC,12.0,2.0,5.0,27.0,12,12,hash_595
5955,hash_5955,CCCCCC,25.0,2.0,4.0,21.0,25,10,hash_595
5956,hash_5956,CCCCCCC,20.0,4.0,4.0,21.0,20,12,hash_595
5957,hash_5957,CCCCCCCC,20.0,5.0,4.0,24.0,20,14,hash_595
5958,hash_5958,CCCCCCCCC,17.0,5.0,7.0,36.0,17,19,hash_595
5959,hash_5959,CCCCCCCCCC,22.0,3.0,10.0,18.0,22,17,hash_595
5960,hash_5960,C,24.0,6.0,0.0,25.0,24,11,hash_596
5961,hash_5961,CC,16.0,3.0,8.0,18.0,16,15,hash_596
5962,hash_5962,CCC,17.0,8.0,4.0,20.0,17,16,hash_596
5963,hash_5963,CCCC,27.0,4.0,5.0,27.0,27,14,hash_596
5964,hash_5964,CCCCC,26.0,4.0,6.0,27.0,26,15,hash_596
5965,hash_5965,CCCCCC,20.0,4.0,2.0,33.0,20,13,hash_596
5966,hash_5966,CCCCCCC,16.0,3.0,11.0,21.0,16,18,hash_596
5967,hash_5967,CCCCCCCC,28.0,4.0,6.0,27.0,28,15,hash_596
5968,hash_5968,CCCCCCCCC,20.0,5.0,4.0,32.0,20,15,hash_596
5969,hash_5969,CCCCCCCCCC,25.0,6.0,3.0,31.0,25,15,hash_596
5970,hash_5970,C,25.0,8.0,2.0,29.0,25,16,hash_597
5971,hash_5971,CC,16.0,5.0,6.0,24.0,16,16,hash_597
5972,hash_5972,CCC,19.0,3.0,6.0,26.0,19,14,hash_597
5973,hash_5973,CCCC,33.0,10.0,5.0,29.0,33,21,hash_597
5974,hash_5974,CCCCC,17.0,5.0,7.0,24.0,17,17,hash_597
5975,hash_5975,CCCCCC,19.0,5.0,7.0,28.0,19,18,hash_597
5976,hash_5976,CCCCCCC,23.0,10.0,0.0,20.0,23,14,hash_597
5977,hash_5977,CCCCCCCC,17.0,8.0,4.0,25.0,17,17,hash_597
5978,hash_5978,CCCCCCCCC,21.0,3.0,2.0,24.0,21,10,hash_597
5979,hash_5979,CCCCCCCCCC,15.0,2.0,11.0,28.0,15,19,hash_597
5980,hash_5980,C,30.0,5.0,3.0,24.0,30,13,hash_598
5981,hash_5981,CC,26.0,6.0,5.0,25.0,26,16,hash_598
5982,hash_5982,CCC,16.0,12.0,5.0,17.0,16,20,hash_598
5983,hash_5983,CCCC,15.0,8.0,6.0,40.0,15,22,hash_598
5984,hash_5984,CCCCC,31.0,4.0,4.0,18.0,31,12,hash_598
5985,hash_5985,CCCCCC,18.0,4.0,6.0,28.0,18,16,hash_598
5986,hash_5986,CCCCCCC,18.0,9.0,3.0,21.0,18,16,hash_598
5987,hash_5987,CCCCCCCC,20.0,5.0,6.0,23.0,20,16,hash_598
5988,hash_5988,CCCCCCCCC,21.0,12.0,7.0,34.0,21,26,hash_598
5989,hash_5989,CCCCCCCCCC,14.0,2.0,3.0,23.0,14,10,hash_598
5990,hash_5990,C,14.0,6.0,1.0,24.0,14,12,hash_599
5991,hash_5991,CC,25.0,6.0,3.0,25.0,25,14,hash_599
5992,hash_5992,CCC,17.0,4.0,6.0,23.0,17,15,hash_599
5993,hash_5993,CCCC,18.0,2.0,8.0,24.0,18,15,hash_599
5994,hash_5994,CCCCC,10.0,8.0,3.0,23.0,10,16,hash_599
5995,hash_5995,CCCCCC,19.0,7.0,5.0,31.0,19,18,hash_599
5996,hash_5996,CCCCCCC,22.0,7.0,4.0,34.0,22,18,hash_599
5997,hash_5997,CCCCCCCC,18.0,4.0,4.0,25.0,18,13,hash_599
5998,hash_5998,CCCCCCCCC,20.0,5.0,5.0,29.0,20,16,hash_599
5999,hash_5999,CCCCCCCCCC,20.0,3.0,6.0,16.0,20,12,hash_599
6000,hash_6000,C,12.0,6.0,6.0,30.0,12,18,hash_600
6001,hash_6001,CC,15.0,6.0,3.0,25.0,15,14,hash_600
6002,hash_6002,CCC,16.0,7.0,6.0,20.0,16,17,hash_600
6003,hash_6003,CCCC,21.0,0.0,6.0,22.0,21,10,hash_600
6004,hash_6004,CCCCC,14.0,2.0,5.0,23.0,14,12,hash_600
6005,hash_6005,CCCCCC,17.0,7.0,7.0,26.0,17,19,hash_600
6006,hash_6006,CCCCCCC,18.0,9.0,5.0,23.0,18,19,hash_600
6007,hash_6007,CCCCCCCC,15.0,9.0,4.0,25.0,15,18,hash_600
6008,hash_6008,CCCCCCCCC,21.0,7.0,3.0,24.0,21,15,hash_600
6009,hash_6009,CCCCCCCCCC,25.0,7.0,2.0,21.0,25,13,hash_600
6010,hash_6010,C,17.0,6.0,6.0,23.0,17,17,hash_601
6011,hash_6011,CC,18.0,6.0,8.0,15.0,18,17,hash_601
6012,hash_6012,CCC,24.0,3.0,5.0,22.0,24,12,hash_601
6013,hash_6013,CCCC,32.0,7.0,5.0,27.0,32,17,hash_601
6014,hash_6014,CCCCC,15.0,6.0,2.0,23.0,15,13,hash_601
6015,hash_6015,CCCCCC,24.0,1.0,3.0,30.0,24,10,hash_601
6016,hash_6016,CCCCCCC,26.0,8.0,3.0,27.0,26,16,hash_601
6017,hash_6017,CCCCCCCC,19.0,7.0,7.0,27.0,19,19,hash_601
6018,hash_6018,CCCCCCCCC,16.0,4.0,5.0,21.0,16,13,hash_601
6019,hash_6019,CCCCCCCCCC,30.0,5.0,7.0,22.0,30,16,hash_601
6020,hash_6020,C,23.0,4.0,2.0,32.0,23,12,hash_602
6021,hash_6021,CC,20.0,4.0,1.0,20.0,20,9,hash_602
6022,hash_6022,CCC,25.0,8.0,8.0,26.0,25,21,hash_602
6023,hash_6023,CCCC,36.0,4.0,5.0,30.0,36,15,hash_602
6024,hash_6024,CCCCC,22.0,5.0,6.0,22.0,22,15,hash_602
6025,hash_6025,CCCCCC,16.0,4.0,7.0,25.0,16,16,hash_602
6026,hash_6026,CCCCCCC,25.0,5.0,6.0,31.0,25,17,hash_602
6027,hash_6027,CCCCCCCC,17.0,4.0,2.0,29.0,17,12,hash_602
6028,hash_6028,CCCCCCCCC,17.0,8.0,3.0,23.0,17,16,hash_602
6029,hash_6029,CCCCCCCCCC,15.0,3.0,7.0,23.0,15,15,hash_602
6030,hash_6030,C,19.0,5.0,3.0,24.0,19,13,hash_603
6031,hash_6031,CC,22.0,3.0,8.0,28.0,22,17,hash_603
6032,hash_6032,CCC,20.0,6.0,8.0,30.0,20,20,hash_603
6033,hash_6033,CCCC,23.0,6.0,6.0,22.0,23,16,hash_603
6034,hash_6034,CCCCC,28.0,7.0,4.0,30.0,28,17,hash_603
6035,hash_6035,CCCCCC,16.0,2.0,5.0,30.0,16,13,hash_603
6036,hash_6036,CCCCCCC,24.0,6.0,5.0,27.0,24,16,hash_603
6037,hash_6037,CCCCCCCC,15.0,6.0,4.0,25.0,15,15,hash_603
6038,hash_6038,CCCCCCCCC,17.0,7.0,4.0,25.0,17,16,hash_603
6039,hash_6039,CCCCCCCCCC,20.0,3.0,9.0,20.0,20,16,hash_603
6040,hash_6040,C,32.0,5.0,2.0,37.0,32,14,hash_604
6041,hash_6041,CC,20.0,3.0,6.0,22.0,20,13,hash_604
6042,hash_6042,CCC,17.0,5.0,5.0,30.0,17,16,hash_604
6043,hash_6043,CCCC,16.0,8.0,7.0,15.0,16,18,hash_604
6044,hash_6044,CCCCC,19.0,7.0,7.0,24.0,19,19,hash_604
6045,hash_6045,CCCCCC,13.0,4.0,5.0,27.0,13,14,hash_604
6046,hash_6046,CCCCCCC,23.0,10.0,8.0,28.0,23,24,hash_604
6047,hash_6047,CCCCCCCC,19.0,3.0,3.0,31.0,19,12,hash_604
6048,hash_6048,CCCCCCCCC,25.0,9.0,2.0,25.0,25,16,hash_604
6049,hash_6049,CCCCCCCCCC,20.0,5.0,3.0,23.0,20,13,hash_604
6050,hash_6050,C,28.0,8.0,3.0,31.0,28,17,hash_605
6051,hash_6051,CC,18.0,2.0,9.0,23.0,18,16,hash_605
6052,hash_6052,CCC,22.0,4.0,9.0,31.0,22,19,hash_605
6053,hash_6053,CCCC,22.0,7.0,7.0,24.0,22,19,hash_605
6054,hash_6054,CCCCC,15.0,8.0,6.0,45.0,15,23,hash_605
6055,hash_6055,CCCCCC,16.0,4.0,6.0,22.0,16,14,hash_605
6056,hash_6056,CCCCCCC,22.0,6.0,5.0,25.0,22,16,hash_605
6057,hash_6057,CCCCCCCC,25.0,1.0,2.0,19.0,25,7,hash_605
6058,hash_6058,CCCCCCCCC,25.0,4.0,5.0,29.0,25,15,hash_605
6059,hash_6059,CCCCCCCCCC,18.0,4.0,4.0,25.0,18,13,hash_605
6060,hash_6060,C,17.0,4.0,8.0,32.0,17,18,hash_606
6061,hash_6061,CC,14.0,7.0,9.0,31.0,14,22,hash_606
6062,hash_6062,CCC,21.0,2.0,8.0,25.0,21,15,hash_606
6063,hash_6063,CCCC,17.0,4.0,4.0,25.0,17,13,hash_606
6064,hash_6064,CCCCC,14.0,9.0,4.0,28.0,14,19,hash_606
6065,hash_6065,CCCCCC,19.0,5.0,0.0,24.0,19,10,hash_606
6066,hash_6066,CCCCCCC,27.0,7.0,3.0,26.0,27,15,hash_606
6067,hash_6067,CCCCCCCC,25.0,3.0,3.0,19.0,25,10,hash_606
6068,hash_6068,CCCCCCCCC,20.0,7.0,5.0,23.0,20,17,hash_606
6069,hash_6069,CCCCCCCCCC,13.0,3.0,8.0,29.0,13,17,hash_606
6070,hash_6070,C,23.0,2.0,2.0,25.0,23,9,hash_607
6071,hash_6071,CC,18.0,3.0,2.0,23.0,18,10,hash_607
6072,hash_6072,CCC,18.0,3.0,5.0,22.0,18,12,hash_607
6073,hash_6073,CCCC,15.0,4.0,8.0,25.0,15,17,hash_607
6074,hash_6074,CCCCC,23.0,4.0,2.0,33.0,23,13,hash_607
6075,hash_6075,CCCCCC,20.0,3.0,3.0,26.0,20,11,hash_607
6076,hash_6076,CCCCCCC,15.0,7.0,12.0,35.0,15,26,hash_607
6077,hash_6077,CCCCCCCC,18.0,6.0,1.0,34.0,18,14,hash_607
6078,hash_6078,CCCCCCCCC,19.0,5.0,4.0,30.0,19,15,hash_607
6079,hash_6079,CCCCCCCCCC,17.0,6.0,4.0,23.0,17,15,hash_607
6080,hash_6080,C,12.0,5.0,2.0,22.0,12,11,hash_608
6081,hash_6081,CC,19.0,7.0,4.0,24.0,19,16,hash_608
6082,hash_6082,CCC,22.0,5.0,5.0,29.0,22,16,hash_608
6083,hash_6083,CCCC,29.0,4.0,9.0,26.0,29,18,hash_608
6084,hash_6084,CCCCC,21.0,2.0,9.0,16.0,21,14,hash_608
6085,hash_6085,CCCCCC,21.0,7.0,2.0,20.0,21,13,hash_608
6086,hash_6086,CCCCCCC,27.0,1.0,6.0,24.0,27,12,hash_608
6087,hash_6087,CCCCCCCC,21.0,9.0,6.0,43.0,21,24,hash_608
6088,hash_6088,CCCCCCCCC,19.0,7.0,7.0,21.0,19,18,hash_608
6089,hash_6089,CCCCCCCCCC,31.0,0.0,7.0,29.0,31,13,hash_608
6090,hash_6090,C,30.0,7.0,6.0,30.0,30,19,hash_609
6091,hash_6091,CC,19.0,3.0,5.0,23.0,19,13,hash_609
6092,hash_6092,CCC,17.0,7.0,9.0,29.0,17,22,hash_609
6093,hash_6093,CCCC,26.0,4.0,4.0,30.0,26,14,hash_609
6094,hash_6094,CCCCC,29.0,8.0,5.0,24.0,29,18,hash_609
6095,hash_6095,CCCCCC,18.0,1.0,2.0,21.0,18,7,hash_609
6096,hash_6096,CCCCCCC,13.0,5.0,3.0,25.0,13,13,hash_609
6097,hash_6097,CCCCCCCC,17.0,2.0,4.0,23.0,17,11,hash_609
6098,hash_6098,CCCCCCCCC,24.0,4.0,1.0,25.0,24,10,hash_609
6099,hash_6099,CCCCCCCCCC,17.0,3.0,9.0,33.0,17,19,hash_609
6100,hash_6100,C,18.0,3.0,4.0,24.0,18,12,hash_610
6101,hash_6101,CC,15.0,6.0,4.0,27.0,15,15,hash_610
6102,hash_6102,CCC,20.0,3.0,6.0,29.0,20,15,hash_610
6103,hash_6103,CCCC,20.0,3.0,5.0,20.0,20,12,hash_610
6104,hash_6104,CCCCC,24.0,13.0,6.0,25.0,24,24,hash_610
6105,hash_6105,CCCCCC,21.0,3.0,7.0,14.0,21,13,hash_610
6106,hash_6106,CCCCCCC,26.0,5.0,3.0,24.0,26,13,hash_610
6107,hash_6107,CCCCCCCC,20.0,3.0,8.0,21.0,20,15,hash_610
6108,hash_6108,CCCCCCCCC,23.0,4.0,3.0,34.0,23,14,hash_610
6109,hash_6109,CCCCCCCCCC,25.0,6.0,3.0,25.0,25,14,hash_610
6110,hash_6110,C,24.0,5.0,4.0,25.0,24,14,hash_611
6111,hash_6111,CC,28.0,2.0,4.0,28.0,28,12,hash_611
6112,hash_6112,CCC,30.0,8.0,2.0,26.0,30,15,hash_611
6113,hash_6113,CCCC,29.0,9.0,3.0,28.0,29,18,hash_611
6114,hash_6114,CCCCC,18.0,6.0,4.0,21.0,18,14,hash_611
6115,hash_6115,CCCCCC,15.0,6.0,7.0,22.0,15,17,hash_611
6116,hash_6116,CCCCCCC,17.0,9.0,3.0,29.0,17,18,hash_611
6117,hash_6117,CCCCCCCC,20.0,2.0,4.0,26.0,20,11,hash_611
6118,hash_6118,CCCCCCCCC,15.0,7.0,5.0,29.0,15,18,hash_611
6119,hash_6119,CCCCCCCCCC,15.0,5.0,5.0,26.0,15,15,hash_611
6120,hash_6120,C,20.0,5.0,4.0,33.0,20,16,hash_612
6121,hash_6121,CC,21.0,4.0,3.0,33.0,21,14,hash_612
6122,hash_6122,CCC,25.0,6.0,8.0,32.0,25,20,hash_612
6123,hash_6123,CCCC,21.0,4.0,6.0,26.0,21,15,hash_612
6124,hash_6124,CCCCC,19.0,6.0,7.0,23.0,19,18,hash_612
6125,hash_6125,CCCCCC,28.0,9.0,6.0,27.0,28,20,hash_612
6126,hash_6126,CCCCCCC,19.0,3.0,4.0,23.0,19,12,hash_612
