molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3
hash_4486,CCCCCCC,23,8,5,15
hash_4487,CCCCCCCC,18,8,1,27
hash_4488,CCCCCCCCC,30,9,6,15
hash_4489,CCCCCCCCCC,13,2,5,17
hash_4490,C,14,6,5,20
hash_4491,CC,23,9,3,29
hash_4492,CCC,19,3,9,18
hash_4493,CCCC,17,8,7,21
hash_4494,CCCCC,18,3,1,26
hash_4495,CCCCCC,19,3,4,26
hash_4496,CCCCCCC,15,9,3,31
hash_4497,CCCCCCCC,30,4,6,34
hash_4498,CCCCCCCCC,19,5,3,32
hash_4499,CCCCCCCCCC,29,5,2,19
hash_4500,C,15,5,3,24
hash_4501,CC,20,6,7,31
hash_4502,CCC,22,3,5,37
hash_4503,CCCC,19,14,6,29
hash_4504,CCCCC,19,5,2,29
hash_4505,CCCCCC,22,3,6,21
hash_4506,CCCCCCC,22,3,6,24
hash_4507,CCCCCCCC,25,4,6,29
hash_4508,CCCCCCCCC,24,6,5,26
hash_4509,CCCCCCCCCC,13,5,2,22
hash_4510,C,24,3,2,25
hash_4511,CC,16,3,3,18
hash_4512,CCC,19,4,12,20
hash_4513,CCCC,10,2,8,27
hash_4514,CCCCC,17,8,6,27
hash_4515,CCCCCC,23,7,7,22
hash_4516,CCCCCCC,23,4,6,25
hash_4517,CCCCCCCC,18,8,5,25
hash_4518,CCCCCCCCC,21,5,5,26
hash_4519,CCCCCCCCCC,16,7,5,32
hash_4520,C,21,3,4,31
hash_4521,CC,21,0,2,33
hash_4522,CCC,21,7,5,19
hash_4523,CCCC,16,7,2,23
hash_4524,CCCCC,17,6,4,25
hash_4525,CCCCCC,15,4,7,22
hash_4526,CCCCCCC,21,1,3,17
hash_4527,CCCCCCCC,24,1,3,32
hash_4528,CCCCCCCCC,22,0,9,26
hash_4529,CCCCCCCCCC,21,10,4,25
hash_4530,C,21,5,6,16
hash_4531,CC,22,4,6,21
hash_4532,CCC,21,3,6,21
hash_4533,CCCC,25,6,3,20
hash_4534,CCCCC,21,3,6,30
hash_4535,CCCCCC,12,1,6,25
hash_4536,CCCCCCC,16,4,6,29
hash_4537,CCCCCCCC,11,4,6,26
hash_4538,CCCCCCCCC,25,7,4,27
hash_4539,CCCCCCCCCC,28,9,9,19
hash_4540,C,23,0,4,27
hash_4541,CC,21,5,5,22
hash_4542,CCC,15,3,3,25
hash_4543,CCCC,15,6,3,16
hash_4544,CCCCC,18,3,8,25
hash_4545,CCCCCC,23,4,7,19
hash_4546,CCCCCCC,26,4,3,26
hash_4547,CCCCCCCC,17,5,2,30
hash_4548,CCCCCCCCC,16,4,3,27
hash_4549,CCCCCCCCCC,19,4,10,26
hash_4550,C,17,4,4,30
hash_4551,CC,14,3,7,19
hash_4552,CCC,13,6,1,19
hash_4553,CCCC,26,5,5,26
hash_4554,CCCCC,16,6,3,20
hash_4555,CCCCCC,34,4,5,32
hash_4556,CCCCCCC,14,3,3,29
hash_4557,CCCCCCCC,16,4,6,25
hash_4558,CCCCCCCCC,27,5,6,29
hash_4559,CCCCCCCCCC,17,2,4,29
hash_4560,C,15,4,0,23
hash_4561,CC,14,2,3,20
hash_4562,CCC,24,6,2,25
hash_4563,CCCC,18,7,4,26
hash_4564,CCCCC,21,1,6,22
hash_4565,CCCCCC,17,4,5,17
hash_4566,CCCCCCC,28,7,3,22
hash_4567,CCCCCCCC,20,5,3,22
hash_4568,CCCCCCCCC,18,3,7,26
hash_4569,CCCCCCCCCC,18,5,2,22
hash_4570,C,19,6,2,12
hash_4571,CC,17,2,5,16
hash_4572,CCC,22,1,5,30
hash_4573,CCCC,21,6,5,24
hash_4574,CCCCC,23,5,5,20
hash_4575,CCCCCC,18,5,9,30
hash_4576,CCCCCCC,23,4,6,26
hash_4577,CCCCCCCC,22,5,4,27
hash_4578,CCCCCCCCC,28,6,2,26
hash_4579,CCCCCCCCCC,19,4,6,16
hash_4580,C,21,8,4,15
hash_4581,CC,20,2,5,22
hash_4582,CCC,21,5,4,24
hash_4583,CCCC,17,3,4,27
hash_4584,CCCCC,17,2,3,26
hash_4585,CCCCCC,25,5,6,31
hash_4586,CCCCCCC,25,3,5,31
hash_4587,CCCCCCCC,16,3,3,18
hash_4588,CCCCCCCCC,23,5,4,22
hash_4589,CCCCCCCCCC,27,5,5,22
hash_4590,C,13,6,7,25
hash_4591,CC,17,3,4,29
hash_4592,CCC,26,4,3,32
hash_4593,CCCC,23,4,6,22
hash_4594,CCCCC,24,6,8,20
hash_4595,CCCCCC,22,3,4,27
hash_4596,CCCCCCC,26,9,8,31
hash_4597,CCCCCCCC,20,5,6,24
hash_4598,CCCCCCCCC,18,8,7,21
hash_4599,CCCCCCCCCC,12,3,5,28
hash_4600,C,20,6,2,36
hash_4601,CC,20,3,5,26
hash_4602,CCC,16,5,3,18
hash_4603,CCCC,24,3,7,20
hash_4604,CCCCC,27,3,7,34
hash_4605,CCCCCC,26,3,3,23
hash_4606,CCCCCCC,21,7,9,27
hash_4607,CCCCCCCC,31,1,5,30
hash_4608,CCCCCCCCC,18,5,13,28
hash_4609,CCCCCCCCCC,22,5,5,19
hash_4610,C,21,3,4,28
hash_4611,CC,21,5,2,30
hash_4612,CCC,27,7,8,30
hash_4613,CCCC,19,1,3,26
hash_4614,CCCCC,20,6,4,20
hash_4615,CCCCCC,26,4,6,22
hash_4616,CCCCCCC,23,4,11,19
hash_4617,CCCCCCCC,12,6,5,25
hash_4618,CCCCCCCCC,21,5,5,31
hash_4619,CCCCCCCCCC,24,7,5,19
hash_4620,C,27,4,9,22
hash_4621,CC,20,8,12,28
hash_4622,CCC,18,4,5,31
hash_4623,CCCC,20,4,4,27
hash_4624,CCCCC,19,1,3,23
hash_4625,CCCCCC,19,4,6,27
hash_4626,CCCCCCC,23,3,7,26
hash_4627,CCCCCCCC,16,8,4,35
hash_4628,CCCCCCCCC,21,7,8,31
hash_4629,CCCCCCCCCC,33,8,5,25
hash_4630,C,19,5,9,25
hash_4631,CC,17,4,2,23
hash_4632,CCC,15,6,2,26
hash_4633,CCCC,21,4,2,33
hash_4634,CCCCC,14,1,6,24
hash_4635,CCCCCC,22,4,4,32
hash_4636,CCCCCCC,19,3,4,27
hash_4637,CCCCCCCC,27,8,5,26
hash_4638,CCCCCCCCC,22,11,5,26
hash_4639,CCCCCCCCCC,20,7,7,31
hash_4640,C,21,8,6,28
hash_4641,CC,25,3,3,26
hash_4642,CCC,14,4,7,21
hash_4643,CCCC,13,8,6,38
hash_4644,CCCCC,12,7,6,22
hash_4645,CCCCCC,24,2,4,21
hash_4646,CCCCCCC,17,3,4,28
hash_4647,CCCCCCCC,24,3,4,29
hash_4648,CCCCCCCCC,20,5,5,22
hash_4649,CCCCCCCCCC,18,9,3,24
hash_4650,C,13,9,6,25
hash_4651,CC,19,7,2,24
hash_4652,CCC,22,4,4,20
hash_4653,CCCC,18,3,4,23
hash_4654,CCCCC,14,4,4,33
hash_4655,CCCCCC,18,4,6,20
hash_4656,CCCCCCC,27,2,4,29
hash_4657,CCCCCCCC,23,5,9,30
hash_4658,CCCCCCCCC,32,3,8,21
hash_4659,CCCCCCCCCC,22,3,8,23
hash_4660,C,17,1,3,26
hash_4661,CC,19,5,2,25
hash_4662,CCC,13,6,2,25
hash_4663,CCCC,22,2,7,26
hash_4664,CCCCC,11,4,1,34
hash_4665,CCCCCC,24,6,2,32
hash_4666,CCCCCCC,21,4,4,28
hash_4667,CCCCCCCC,31,6,2,24
hash_4668,CCCCCCCCC,19,4,3,34
hash_4669,CCCCCCCCCC,23,7,8,30
hash_4670,C,19,3,9,23
hash_4671,CC,21,5,4,24
hash_4672,CCC,22,7,7,32
hash_4673,CCCC,17,6,6,30
hash_4674,CCCCC,18,4,8,22
hash_4675,CCCCCC,21,6,4,26
hash_4676,CCCCCCC,16,6,4,18
hash_4677,CCCCCCCC,21,4,5,24
hash_4678,CCCCCCCCC,18,2,9,29
hash_4679,CCCCCCCCCC,15,4,2,25
hash_4680,C,24,8,6,34
hash_4681,CC,13,1,5,32
hash_4682,CCC,22,3,5,28
hash_4683,CCCC,25,4,4,27
hash_4684,CCCCC,18,5,6,25
hash_4685,CCCCCC,10,6,8,26
hash_4686,CCCCCCC,20,3,5,28
hash_4687,CCCCCCCC,25,6,4,17
hash_4688,CCCCCCCCC,23,5,6,22
hash_4689,CCCCCCCCCC,18,6,13,23
hash_4690,C,19,8,3,24
hash_4691,CC,18,3,5,21
hash_4692,CCC,15,5,12,28
hash_4693,CCCC,25,5,1,16
hash_4694,CCCCC,16,5,8,13
hash_4695,CCCCCC,20,9,3,27
hash_4696,CCCCCCC,7,3,7,20
hash_4697,CCCCCCCC,18,7,3,23
hash_4698,CCCCCCCCC,21,6,5,12
hash_4699,CCCCCCCCCC,20,5,3,27
hash_4700,C,13,5,9,31
hash_4701,CC,15,6,3,26
hash_4702,CCC,16,3,8,24
hash_4703,CCCC,27,3,8,26
hash_4704,CCCCC,15,4,2,17
hash_4705,CCCCCC,21,6,8,22
hash_4706,CCCCCCC,16,4,6,24
hash_4707,CCCCCCCC,18,2,7,31
hash_4708,CCCCCCCCC,22,5,4,31
hash_4709,CCCCCCCCCC,15,5,8,30
hash_4710,C,21,6,4,32
hash_4711,CC,20,5,12,17
hash_4712,CCC,13,10,5,14
hash_4713,CCCC,26,1,5,29
hash_4714,CCCCC,16,5,5,25
hash_4715,CCCCCC,22,5,2,28
hash_4716,CCCCCCC,20,3,5,29
hash_4717,CCCCCCCC,20,4,8,23
hash_4718,CCCCCCCCC,28,3,5,31
hash_4719,CCCCCCCCCC,24,7,1,16
hash_4720,C,23,5,8,25
hash_4721,CC,21,4,4,29
hash_4722,CCC,12,7,7,23
hash_4723,CCCC,17,4,5,29
hash_4724,CCCCC,27,3,3,27
hash_4725,CCCCCC,24,4,1,26
hash_4726,CCCCCCC,21,4,8,21
hash_4727,CCCCCCCC,15,6,6,28
hash_4728,CCCCCCCCC,18,7,4,27
hash_4729,CCCCCCCCCC,22,10,4,20
hash_4730,C,19,5,5,25
hash_4731,CC,19,4,7,27
hash_4732,CCC,27,2,4,23
hash_4733,CCCC,27,2,1,24
hash_4734,CCCCC,25,8,6,23
hash_4735,CCCCCC,23,5,4,37
hash_4736,CCCCCCC,24,3,1,29
hash_4737,CCCCCCCC,14,5,5,28
hash_4738,CCCCCCCCC,18,4,2,33
hash_4739,CCCCCCCCCC,28,1,2,23
hash_4740,C,20,2,7,18
hash_4741,CC,19,5,5,29
hash_4742,CCC,27,4,9,19
hash_4743,CCCC,18,2,5,23
hash_4744,CCCCC,20,7,4,37
hash_4745,CCCCCC,16,9,3,19
hash_4746,CCCCCCC,24,0,1,29
hash_4747,CCCCCCCC,20,1,7,27
hash_4748,CCCCCCCCC,20,6,3,22
hash_4749,CCCCCCCCCC,25,4,2,18
hash_4750,C,22,5,3,22
hash_4751,CC,21,7,3,27
hash_4752,CCC,18,3,4,21
hash_4753,CCCC,17,9,2,25
hash_4754,CCCCC,30,4,8,28
hash_4755,CCCCCC,18,4,8,29
hash_4756,CCCCCCC,19,4,5,21
hash_4757,CCCCCCCC,20,5,6,36
hash_4758,CCCCCCCCC,25,9,2,25
hash_4759,CCCCCCCCCC,23,9,6,20
hash_4760,C,17,6,4,24
hash_4761,CC,25,4,3,23
hash_4762,CCC,20,3,2,24
hash_4763,CCCC,20,3,5,10
hash_4764,CCCCC,18,2,7,25
hash_4765,CCCCCC,14,6,7,21
hash_4766,CCCCCCC,30,11,2,14
hash_4767,CCCCCCCC,23,5,10,17
hash_4768,CCCCCCCCC,26,1,3,24
hash_4769,CCCCCCCCCC,27,5,4,22
hash_4770,C,16,3,3,27
hash_4771,CC,21,6,4,23
hash_4772,CCC,16,5,3,27
hash_4773,CCCC,15,5,4,23
hash_4774,CCCCC,24,2,3,26
hash_4775,CCCCCC,28,2,3,31
hash_4776,CCCCCCC,17,8,7,23
hash_4777,CCCCCCCC,22,4,5,15
hash_4778,CCCCCCCCC,27,7,7,22
hash_4779,CCCCCCCCCC,20,3,5,30
hash_4780,C,19,5,6,31
hash_4781,CC,24,9,7,21
hash_4782,CCC,20,2,9,26
hash_4783,CCCC,21,6,5,27
hash_4784,CCCCC,20,2,3,24
hash_4785,CCCCCC,22,7,5,35
hash_4786,CCCCCCC,22,8,3,15
hash_4787,CCCCCCCC,21,5,3,24
hash_4788,CCCCCCCCC,12,6,3,32
hash_4789,CCCCCCCCCC,21,7,5,28
hash_4790,C,18,8,6,13
hash_4791,CC,23,3,4,24
hash_4792,CCC,22,1,7,27
hash_4793,CCCC,22,7,4,26
hash_4794,CCCCC,21,3,3,22
hash_4795,CCCCCC,18,5,4,27
hash_4796,CCCCCCC,19,5,5,30
hash_4797,CCCCCCCC,17,4,5,26
hash_4798,CCCCCCCCC,16,2,8,27
hash_4799,CCCCCCCCCC,21,9,4,24
hash_4800,C,27,4,4,20
hash_4801,CC,15,3,4,22
hash_4802,CCC,19,6,2,24
hash_4803,CCCC,18,4,9,37
hash_4804,CCCCC,19,7,2,29
hash_4805,CCCCCC,26,3,3,28
hash_4806,CCCCCCC,18,2,3,22
hash_4807,CCCCCCCC,18,7,3,21
hash_4808,CCCCCCCCC,18,4,6,34
hash_4809,CCCCCCCCCC,21,2,4,22
hash_4810,C,17,9,5,22
hash_4811,CC,26,7,5,30
hash_4812,CCC,25,1,7,21
hash_4813,CCCC,19,4,2,24
hash_4814,CCCCC,22,7,10,39
hash_4815,CCCCCC,34,4,2,22
hash_4816,CCCCCCC,19,2,6,22
hash_4817,CCCCCCCC,26,5,4,31
hash_4818,CCCCCCCCC,21,5,6,27
hash_4819,CCCCCCCCCC,19,8,4,31
hash_4820,C,16,3,7,31
hash_4821,CC,16,3,5,21
hash_4822,CCC,23,6,4,18
hash_4823,CCCC,18,7,2,24
hash_4824,CCCCC,23,5,2,23
hash_4825,CCCCCC,18,3,9,15
hash_4826,CCCCCCC,21,5,13,27
hash_4827,CCCCCCCC,15,10,3,31
hash_4828,CCCCCCCCC,27,8,8,22
hash_4829,CCCCCCCCCC,25,7,5,31
hash_4830,C,27,5,6,17
hash_4831,CC,14,3,2,20
hash_4832,CCC,22,4,8,31
hash_4833,CCCC,21,4,7,28
hash_4834,CCCCC,19,6,4,24
hash_4835,CCCCCC,17,4,6,23
hash_4836,CCCCCCC,19,5,5,23
hash_4837,CCCCCCCC,21,4,4,31
hash_4838,CCCCCCCCC,17,0,5,22
hash_4839,CCCCCCCCCC,15,3,1,21
hash_4840,C,12,7,5,25
hash_4841,CC,12,6,4,23
hash_4842,CCC,17,5,3,24
hash_4843,CCCC,25,6,5,23
hash_4844,CCCCC,20,3,2,21
hash_4845,CCCCCC,21,3,3,28
hash_4846,CCCCCCC,16,4,0,29
hash_4847,CCCCCCCC,26,10,7,21
hash_4848,CCCCCCCCC,21,6,3,20
hash_4849,CCCCCCCCCC,17,7,7,32
hash_4850,C,25,6,3,18
hash_4851,CC,25,8,6,25
hash_4852,CCC,23,5,3,20
hash_4853,CCCC,19,4,7,20
hash_4854,CCCCC,21,4,5,35
hash_4855,CCCCCC,17,6,5,26
hash_4856,CCCCCCC,20,3,9,26
hash_4857,CCCCCCCC,12,7,3,35
hash_4858,CCCCCCCCC,18,2,4,31
hash_4859,CCCCCCCCCC,16,7,3,35
hash_4860,C,22,7,9,30
hash_4861,CC,27,6,3,20
hash_4862,CCC,26,5,4,21
hash_4863,CCCC,22,8,3,25
hash_4864,CCCCC,16,9,7,18
hash_4865,CCCCCC,20,7,6,20
hash_4866,CCCCCCC,17,8,6,20
hash_4867,CCCCCCCC,26,8,3,24
hash_4868,CCCCCCCCC,12,7,4,28
hash_4869,CCCCCCCCCC,25,3,6,20
hash_4870,C,27,4,6,16
hash_4871,CC,31,6,5,28
hash_4872,CCC,28,7,5,29
hash_4873,CCCC,31,8,4,29
hash_4874,CCCCC,21,3,5,22
hash_4875,CCCCCC,13,6,2,19
hash_4876,CCCCCCC,20,3,4,17
hash_4877,CCCCCCCC,15,5,2,16
hash_4878,CCCCCCCCC,21,6,2,15
hash_4879,CCCCCCCCCC,18,0,6,26
hash_4880,C,28,5,10,29
hash_4881,CC,22,5,5,26
hash_4882,CCC,16,1,2,19
hash_4883,CCCC,20,6,5,28
hash_4884,CCCCC,18,3,4,22
hash_4885,CCCCCC,17,5,8,24
hash_4886,CCCCCCC,22,6,6,24
hash_4887,CCCCCCCC,17,6,4,21
hash_4888,CCCCCCCCC,24,6,4,27
hash_4889,CCCCCCCCCC,14,8,2,16
hash_4890,C,19,1,3,18
hash_4891,CC,21,4,4,25
hash_4892,CCC,28,2,4,22
hash_4893,CCCC,20,5,8,23
hash_4894,CCCCC,10,5,6,27
hash_4895,CCCCCC,21,2,7,23
hash_4896,CCCCCCC,15,3,4,34
hash_4897,CCCCCCCC,14,6,4,26
hash_4898,CCCCCCCCC,15,4,1,26
hash_4899,CCCCCCCCCC,19,7,2,23
hash_4900,C,17,7,10,33
hash_4901,CC,27,2,8,18
hash_4902,CCC,21,8,5,27
hash_4903,CCCC,22,9,4,26
hash_4904,CCCCC,22,5,3,29
hash_4905,CCCCCC,17,2,5,30
hash_4906,CCCCCCC,15,11,3,28
hash_4907,CCCCCCCC,18,2,4,26
hash_4908,CCCCCCCCC,18,4,4,28
hash_4909,CCCCCCCCCC,19,3,3,18
hash_4910,C,21,7,6,18
hash_4911,CC,19,7,4,28
hash_4912,CCC,24,5,3,29
hash_4913,CCCC,24,8,4,24
hash_4914,CCCCC,30,6,6,31
hash_4915,CCCCCC,15,3,1,24
hash_4916,CCCCCCC,21,6,8,24
hash_4917,CCCCCCCC,24,8,1,30
hash_4918,CCCCCCCCC,23,4,7,24
hash_4919,CCCCCCCCCC,16,3,4,24
hash_4920,C,19,10,4,27
hash_4921,CC,13,3,5,23
hash_4922,CCC,25,3,5,29
hash_4923,CCCC,20,4,5,26
hash_4924,CCCCC,16,6,10,31
hash_4925,CCCCCC,20,7,6,23
hash_4926,CCCCCCC,11,3,5,25
hash_4927,CCCCCCCC,20,5,6,28
hash_4928,CCCCCCCCC,18,9,8,30
hash_4929,CCCCCCCCCC,20,8,5,26
hash_4930,C,18,1,4,33
hash_4931,CC,13,5,6,18
hash_4932,CCC,14,2,5,27
hash_4933,CCCC,27,4,5,28
hash_4934,CCCCC,23,6,4,22
hash_4935,CCCCCC,13,6,2,21
hash_4936,CCCCCCC,22,6,2,20
hash_4937,CCCCCCCC,20,7,5,26
hash_4938,CCCCCCCCC,14,3,3,29
hash_4939,CCCCCCCCCC,15,5,5,23
hash_4940,C,25,5,7,24
hash_4941,CC,14,4,7,19
hash_4942,CCC,18,3,4,17
hash_4943,CCCC,24,6,4,22
hash_4944,CCCCC,23,3,3,25
hash_4945,CCCCCC,21,4,8,24
hash_4946,CCCCCCC,20,3,4,21
hash_4947,CCCCCCCC,19,5,1,29
hash_4948,CCCCCCCCC,18,7,5,36
hash_4949,CCCCCCCCCC,26,6,6,23
hash_4950,C,12,4,4,25
hash_4951,CC,21,2,6,27
hash_4952,CCC,16,1,4,25
hash_4953,CCCC,22,4,8,23
hash_4954,CCCCC,20,2,8,23
hash_4955,CCCCCC,21,3,5,26
hash_4956,CCCCCCC,14,5,2,25
hash_4957,CCCCCCCC,14,8,5,17
hash_4958,CCCCCCCCC,21,5,5,24
hash_4959,CCCCCCCCCC,22,3,5,32
hash_4960,C,20,5,0,20
hash_4961,CC,22,4,4,22
hash_4962,CCC,25,4,5,18
hash_4963,CCCC,24,3,6,35
hash_4964,CCCCC,21,12,8,36
hash_4965,CCCCCC,18,5,5,27
hash_4966,CCCCCCC,11,5,2,27
hash_4967,CCCCCCCC,23,6,9,14
hash_4968,CCCCCCCCC,12,3,5,25
hash_4969,CCCCCCCCCC,18,2,5,33
hash_4970,C,22,5,4,29
hash_4971,CC,21,6,9,17
hash_4972,CCC,21,9,3,19
hash_4973,CCCC,17,5,6,20
hash_4974,CCCCC,20,2,3,31
hash_4975,CCCCCC,25,6,6,24
hash_4976,CCCCCCC,15,3,3,31
hash_4977,CCCCCCCC,11,4,3,23
hash_4978,CCCCCCCCC,22,8,4,27
hash_4979,CCCCCCCCCC,26,3,4,22
hash_4980,C,20,2,5,34
hash_4981,CC,31,6,3,30
hash_4982,CCC,20,6,6,25
hash_4983,CCCC,14,3,8,24
hash_4984,CCCCC,24,5,4,20
hash_4985,CCCCCC,23,2,3,24
hash_4986,CCCCCCC,24,3,5,29
hash_4987,CCCCCCCC,23,2,3,31
hash_4988,CCCCCCCCC,15,4,7,25
hash_4989,CCCCCCCCCC,16,2,6,20
hash_4990,C,16,6,5,21
hash_4991,CC,17,9,6,30
hash_4992,CCC,16,4,8,19
hash_4993,CCCC,17,1,6,16
hash_4994,CCCCC,16,7,7,33
hash_4995,CCCCCC,28,4,3,26
hash_4996,CCCCCCC,19,6,4,27
hash_4997,CCCCCCCC,14,6,4,22
hash_4998,CCCCCCCCC,20,4,6,28
hash_4999,CCCCCCCCCC,21,3,3,32
hash_5000,C,18,6,8,19
hash_5001,CC,17,5,4,32
hash_5002,CCC,25,5,2,33
hash_5003,CCCC,13,3,6,22
hash_5004,CCCCC,14,8,7,43
hash_5005,CCCCCC,19,5,4,22
hash_5006,CCCCCCC,21,4,4,24
hash_5007,CCCCCCCC,13,7,5,33
hash_5008,CCCCCCCCC,23,3,8,22
hash_5009,CCCCCCCCCC,18,3,9,27
hash_5010,C,21,4,5,27
hash_5011,CC,17,3,3,24
hash_5012,CCC,16,3,7,28
hash_5013,CCCC,19,2,6,21
hash_5014,CCCCC,21,1,5,29
hash_5015,CCCCCC,24,9,2,19
hash_5016,CCCCCCC,21,2,5,30
hash_5017,CCCCCCCC,16,4,6,19
hash_5018,CCCCCCCCC,18,1,8,29
hash_5019,CCCCCCCCCC,22,5,2,22
hash_5020,C,13,1,5,20
hash_5021,CC,14,6,9,33
hash_5022,CCC,25,5,4,27
hash_5023,CCCC,11,3,5,25
hash_5024,CCCCC,21,4,3,30
hash_5025,CCCCCC,23,5,6,22
hash_5026,CCCCCCC,18,7,8,26
hash_5027,CCCCCCCC,23,5,9,25
hash_5028,CCCCCCCCC,20,5,5,24
hash_5029,CCCCCCCCCC,20,6,7,28
hash_5030,C,21,8,11,26
hash_5031,CC,24,3,2,22
hash_5032,CCC,25,4,3,33
hash_5033,CCCC,15,4,4,23
hash_5034,CCCCC,20,1,4,22
hash_5035,CCCCCC,24,3,6,28
hash_5036,CCCCCCC,24,11,4,22
hash_5037,CCCCCCCC,25,3,5,32
hash_5038,CCCCCCCCC,20,5,5,18
hash_5039,CCCCCCCCCC,16,6,7,34
hash_5040,C,26,4,9,21
hash_5041,CC,24,6,4,19
hash_5042,CCC,26,6,8,19
hash_5043,CCCC,23,5,3,30
hash_5044,CCCCC,23,9,6,20
hash_5045,CCCCCC,15,2,7,24
hash_5046,CCCCCCC,19,5,3,31
hash_5047,CCCCCCCC,17,4,3,32
hash_5048,CCCCCCCCC,22,4,7,20
hash_5049,CCCCCCCCCC,18,7,6,37
hash_5050,C,17,9,2,28
hash_5051,CC,23,6,6,26
hash_5052,CCC,15,3,5,26
hash_5053,CCCC,18,3,4,21
hash_5054,CCCCC,23,9,4,26
hash_5055,CCCCCC,18,3,5,29
hash_5056,CCCCCCC,16,1,6,25
hash_5057,CCCCCCCC,19,3,8,20
hash_5058,CCCCCCCCC,6,5,5,19
hash_5059,CCCCCCCCCC,23,6,1,30
hash_5060,C,23,5,6,24
hash_5061,CC,27,5,6,33
hash_5062,CCC,16,8,5,21
hash_5063,CCCC,20,4,6,30
hash_5064,CCCCC,21,5,0,20
hash_5065,CCCCCC,23,4,3,27
hash_5066,CCCCCCC,22,4,3,31
hash_5067,CCCCCCCC,14,2,6,23
hash_5068,CCCCCCCCC,18,4,7,23
hash_5069,CCCCCCCCCC,15,7,6,30
hash_5070,C,25,10,5,19
hash_5071,CC,25,3,1,25
hash_5072,CCC,19,5,4,25
hash_5073,CCCC,16,6,8,26
hash_5074,CCCCC,29,5,4,15
hash_5075,CCCCCC,22,11,6,23
hash_5076,CCCCCCC,26,2,3,20
hash_5077,CCCCCCCC,20,4,7,27
hash_5078,CCCCCCCCC,18,5,2,23
hash_5079,CCCCCCCCCC,19,4,6,24
hash_5080,C,26,3,6,31
hash_5081,CC,21,4,4,13
hash_5082,CCC,25,7,7,36
hash_5083,CCCC,13,10,5,27
hash_5084,CCCCC,23,5,7,10
hash_5085,CCCCCC,19,11,2,27
hash_5086,CCCCCCC,22,5,5,26
hash_5087,CCCCCCCC,28,6,7,28
hash_5088,CCCCCCCCC,8,3,5,25
hash_5089,CCCCCCCCCC,20,3,2,31
hash_5090,C,15,3,6,33
hash_5091,CC,19,6,4,29
hash_5092,CCC,17,4,2,21
hash_5093,CCCC,23,5,6,25
hash_5094,CCCCC,19,6,5,33
hash_5095,CCCCCC,20,5,4,28
hash_5096,CCCCCCC,19,4,4,21
hash_5097,CCCCCCCC,19,3,3,27
hash_5098,CCCCCCCCC,13,4,7,23
hash_5099,CCCCCCCCCC,23,2,5,19
hash_5100,C,23,1,5,29
hash_5101,CC,22,4,3,30
hash_5102,CCC,22,9,4,20
hash_5103,CCCC,20,2,3,20
hash_5104,CCCCC,17,4,5,24
hash_5105,CCCCCC,25,4,5,24
hash_5106,CCCCCCC,12,5,4,22
hash_5107,CCCCCCCC,22,4,2,22
hash_5108,CCCCCCCCC,25,9,2,29
hash_5109,CCCCCCCCCC,20,6,0,14
hash_5110,C,19,8,8,19
hash_5111,CC,17,5,5,32
hash_5112,CCC,14,2,9,19
hash_5113,CCCC,16,6,9,29
hash_5114,CCCCC,21,5,8,26
hash_5115,CCCCCC,18,5,6,37
hash_5116,CCCCCCC,23,6,2,26
hash_5117,CCCCCCCC,19,7,4,25
hash_5118,CCCCCCCCC,19,5,6,23
hash_5119,CCCCCCCCCC,22,9,6,25
hash_5120,C,15,2,4,25
hash_5121,CC,18,5,6,18
hash_5122,CCC,26,4,5,33
hash_5123,CCCC,18,7,6,30
hash_5124,CCCCC,28,9,4,23
hash_5125,CCCCCC,15,4,5,24
hash_5126,CCCCCCC,14,5,4,17
hash_5127,CCCCCCCC,14,6,6,25
hash_5128,CCCCCCCCC,17,2,3,20
hash_5129,CCCCCCCCCC,15,9,4,24
hash_5130,C,23,2,6,27
hash_5131,CC,20,5,5,20
hash_5132,CCC,33,7,7,29
hash_5133,CCCC,20,3,5,23
hash_5134,CCCCC,18,7,6,26
hash_5135,CCCCCC,13,6,6,31
hash_5136,CCCCCCC,19,4,4,28
hash_5137,CCCCCCCC,19,11,3,21
hash_5138,CCCCCCCCC,22,5,8,20
hash_5139,CCCCCCCCCC,19,2,5,20
hash_5140,C,17,4,4,38
hash_5141,CC,23,5,1,33
hash_5142,CCC,19,4,5,18
hash_5143,CCCC,11,8,4,23
hash_5144,CCCCC,18,3,9,17
hash_5145,CCCCCC,19,6,7,30
hash_5146,CCCCCCC,12,7,5,32
hash_5147,CCCCCCCC,22,2,9,19
hash_5148,CCCCCCCCC,21,3,4,31
hash_5149,CCCCCCCCCC,22,5,5,25
hash_5150,C,24,4,7,30
hash_5151,CC,22,7,3,30
hash_5152,CCC,13,2,5,30
hash_5153,CCCC,18,5,3,21
hash_5154,CCCCC,19,7,4,21
hash_5155,CCCCCC,15,2,9,22
hash_5156,CCCCCCC,23,1,5,27
hash_5157,CCCCCCCC,14,7,3,22
hash_5158,CCCCCCCCC,15,4,3,24
hash_5159,CCCCCCCCCC,24,6,5,17
hash_5160,C,19,5,4,21
hash_5161,CC,19,4,5,34
hash_5162,CCC,17,5,2,29
hash_5163,CCCC,21,2,4,16
hash_5164,CCCCC,15,5,4,29
hash_5165,CCCCCC,15,9,8,24
